Country or Area,SNA93 Table Code,Sub Group,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2004,100,Canadian dollar                         ,1993,Western calendar year,1.72362E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2003,1000,Canadian dollar,2008,Western calendar year,1.86228E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2003,200,Canadian dollar,1993,Western calendar year,1.61817E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2003,100,Canadian dollar                         ,1993,Western calendar year,1.63602E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2002,1000,Canadian dollar,2008,Western calendar year,1.83486E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2002,200,Canadian dollar,1993,Western calendar year,1.55567E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2002,100,Canadian dollar                         ,1993,Western calendar year,1.56004E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2001,1000,Canadian dollar,2008,Western calendar year,1.75584E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2001,200,Canadian dollar,1993,Western calendar year,1.47536E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2001,100,Canadian dollar                         ,1993,Western calendar year,1.47536E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2000,1000,Canadian dollar,2008,Western calendar year,1.65131E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2000,200,Canadian dollar,1993,Western calendar year,1.37425E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2000,100,Canadian dollar                         ,1993,Western calendar year,1.37425E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1999,1000,Canadian dollar,2008,Western calendar year,1.54925E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1999,200,Canadian dollar,1993,Western calendar year,1.28999E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1999,100,Canadian dollar                         ,1993,Western calendar year,1.28999E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1998,1000,Canadian dollar,2008,Western calendar year,1.47951E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1998,200,Canadian dollar,1993,Western calendar year,1.22659E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1998,100,Canadian dollar                         ,1993,Western calendar year,1.22659E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1997,1000,Canadian dollar,2008,Western calendar year,1.38417E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1997,200,Canadian dollar,1993,Western calendar year,1.16574E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1997,100,Canadian dollar                         ,1993,Western calendar year,1.16574E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1997,30,Canadian dollar                         ,1968,Western calendar year,1.10722E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1996,1000,Canadian dollar,2008,Western calendar year,1.309E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1996,200,Canadian dollar,1993,Western calendar year,1.10818E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1996,100,Canadian dollar                         ,1993,Western calendar year,1.10818E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1996,30,Canadian dollar                         ,1968,Western calendar year,1.05935E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1995,1000,Canadian dollar,2008,Western calendar year,1.25443E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1995,200,Canadian dollar,1993,Western calendar year,1.05021E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1995,100,Canadian dollar                         ,1993,Western calendar year,1.05021E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1995,30,Canadian dollar                         ,1968,Western calendar year,1.00737E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1994,1000,Canadian dollar,2008,Western calendar year,1.17747E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1994,200,Canadian dollar,1993,Western calendar year,99631000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1994,100,Canadian dollar                         ,1993,Western calendar year,99631000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1994,30,Canadian dollar                         ,1968,Western calendar year,95323000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1993,1000,Canadian dollar,2008,Western calendar year,1.11115E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1993,200,Canadian dollar,1993,Western calendar year,94035000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1993,100,Canadian dollar                         ,1993,Western calendar year,94035000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1993,30,Canadian dollar                         ,1968,Western calendar year,90279000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1992,1000,Canadian dollar,2008,Western calendar year,1.06279E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1992,100,Canadian dollar                         ,1993,Western calendar year,89573000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1992,30,Canadian dollar                         ,1968,Western calendar year,86424000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1991,1000,Canadian dollar,2008,Western calendar year,1.0267E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1991,100,Canadian dollar                         ,1993,Western calendar year,85906000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1991,30,Canadian dollar                         ,1968,Western calendar year,83019000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1990,1000,Canadian dollar,2008,Western calendar year,1.01602E+11,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1990,100,Canadian dollar                         ,1993,Western calendar year,82244000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1990,30,Canadian dollar                         ,1968,Western calendar year,79701000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1989,1000,Canadian dollar,2008,Western calendar year,94917000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1989,100,Canadian dollar                         ,1993,Western calendar year,75940000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1989,30,Canadian dollar                         ,1968,Western calendar year,73742000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1988,1000,Canadian dollar,2008,Western calendar year,87204000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1988,100,Canadian dollar                         ,1993,Western calendar year,70477000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1988,30,Canadian dollar                         ,1968,Western calendar year,68592000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1987,1000,Canadian dollar,2008,Western calendar year,80799000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1987,100,Canadian dollar                         ,1993,Western calendar year,66253000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1987,30,Canadian dollar                         ,1968,Western calendar year,64627000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1986,1000,Canadian dollar,2008,Western calendar year,76272000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1986,100,Canadian dollar                         ,1993,Western calendar year,62640000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1986,30,Canadian dollar                         ,1968,Western calendar year,61237000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1985,1000,Canadian dollar,2008,Western calendar year,72472000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1985,100,Canadian dollar                         ,1993,Western calendar year,58365000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1985,30,Canadian dollar                         ,1968,Western calendar year,57154000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1984,1000,Canadian dollar,2008,Western calendar year,67806000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1984,100,Canadian dollar                         ,1993,Western calendar year,53316000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1984,30,Canadian dollar                         ,1968,Western calendar year,52291000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1983,1000,Canadian dollar,2008,Western calendar year,63386000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1983,100,Canadian dollar                         ,1993,Western calendar year,49648000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1983,30,Canadian dollar                         ,1968,Western calendar year,48795000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1982,1000,Canadian dollar,2008,Western calendar year,59941000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1982,100,Canadian dollar                         ,1993,Western calendar year,46717000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1982,30,Canadian dollar                         ,1968,Western calendar year,46009000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1981,1000,Canadian dollar,2008,Western calendar year,52946000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1981,100,Canadian dollar                         ,1993,Western calendar year,43012000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1981,30,Canadian dollar                         ,1968,Western calendar year,42443000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1980,1000,Canadian dollar,2008,Western calendar year,45806438947,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1980,100,Canadian dollar                         ,1993,Western calendar year,37212000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1980,30,Canadian dollar                         ,1968,Western calendar year,37212000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1979,1000,Canadian dollar,2008,Western calendar year,39480541663,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1979,100,Canadian dollar                         ,1993,Western calendar year,32073000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1979,30,Canadian dollar                         ,1968,Western calendar year,32073000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1978,1000,Canadian dollar,2008,Western calendar year,34230502371,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1978,100,Canadian dollar                         ,1993,Western calendar year,27808000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1978,30,Canadian dollar                         ,1968,Western calendar year,27808000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1977,1000,Canadian dollar,2008,Western calendar year,30657028969,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1977,100,Canadian dollar                         ,1993,Western calendar year,24905000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1977,30,Canadian dollar                         ,1968,Western calendar year,24905000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1976,1000,Canadian dollar,2008,Western calendar year,27649796615,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1976,100,Canadian dollar                         ,1993,Western calendar year,22462000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1976,30,Canadian dollar                         ,1968,Western calendar year,22462000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1975,1000,Canadian dollar,2008,Western calendar year,24220345392,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1975,100,Canadian dollar                         ,1993,Western calendar year,19676000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1975,30,Canadian dollar                         ,1968,Western calendar year,19676000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1974,1000,Canadian dollar,2008,Western calendar year,21150334139,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1974,100,Canadian dollar                         ,1993,Western calendar year,17182000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1974,30,Canadian dollar                         ,1968,Western calendar year,17182000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1973,1000,Canadian dollar,2008,Western calendar year,17483307868,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1973,100,Canadian dollar                         ,1993,Western calendar year,14203000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1973,30,Canadian dollar                         ,1968,Western calendar year,14203000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1972,1000,Canadian dollar,2008,Western calendar year,15026314098,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1972,100,Canadian dollar                         ,1993,Western calendar year,12207000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1972,30,Canadian dollar                         ,1968,Western calendar year,12207000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1971,1000,Canadian dollar,2008,Western calendar year,13837207895,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1971,100,Canadian dollar                         ,1993,Western calendar year,11241000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1971,30,Canadian dollar                         ,1968,Western calendar year,11241000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1970,1000,Canadian dollar,2008,Western calendar year,12721959221,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1970,100,Canadian dollar                         ,1993,Western calendar year,10335000000,
Canada,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,1970,30,Canadian dollar                         ,1968,Western calendar year,10335000000,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2018,1000,Euro,2008,Western calendar year,4.29208E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2017,1000,Euro,2008,Western calendar year,4.13275E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2016,1000,Euro,2008,Western calendar year,4.00362E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2015,1000,Euro,2008,Western calendar year,3.91926E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2014,1000,Euro,2008,Western calendar year,3.87559E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2013,1000,Euro,2008,Western calendar year,3.8153E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2012,1000,Euro,2008,Western calendar year,3.76521E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2011,1000,Euro,2008,Western calendar year,3.67142E+11,
France,1.3,Net values: Gross National Income / Gross National Disposable Income / Saving Gross less Consumption of fixed capital,Less: Consumption of fixed capital,K.1,2011,300,1999 FRF euro / euro,1993,Western calendar year,2.79212E+11,
