Country or Area,SNA93 Table Code,Sub Group,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2006,1000,Canadian dollar,2008,Western calendar year,20779000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2006,200,Canadian dollar,1993,Western calendar year,19472000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2006,1000,Canadian dollar,2008,Western calendar year,2.88072E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2006,200,Canadian dollar,1993,Western calendar year,2.77608E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2006,1000,Canadian dollar,2008,Western calendar year,3.5313E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2006,200,Canadian dollar,1993,Western calendar year,3.33895E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2006,1000,Canadian dollar,2008,Western calendar year,1.4966E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2006,200,Canadian dollar,1993,Western calendar year,1.45041E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2005,1000,Canadian dollar,2008,Western calendar year,7.52413E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2005,200,Canadian dollar,1993,Western calendar year,7.40611E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2005,1000,Canadian dollar,2008,Western calendar year,19587000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2005,200,Canadian dollar,1993,Western calendar year,18355000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2005,1000,Canadian dollar,2008,Western calendar year,2.71178E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2005,200,Canadian dollar,1993,Western calendar year,2.59857E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2005,1000,Canadian dollar,2008,Western calendar year,3.21731E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2005,200,Canadian dollar,1993,Western calendar year,3.03277E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2005,1000,Canadian dollar,2008,Western calendar year,1.42159E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2005,200,Canadian dollar,1993,Western calendar year,1.37385E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2004,1000,Canadian dollar,2008,Western calendar year,7.1294E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2004,200,Canadian dollar,1993,Western calendar year,7.02793E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2004,100,Canadian dollar                         ,1993,Western calendar year,6.86948E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2004,1000,Canadian dollar,2008,Western calendar year,17946000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2004,200,Canadian dollar,1993,Western calendar year,17124000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2004,100,Canadian dollar                         ,1993,Western calendar year,16470000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2004,1000,Canadian dollar,2008,Western calendar year,2.59364E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2004,200,Canadian dollar,1993,Western calendar year,2.47397E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2004,100,Canadian dollar                         ,1993,Western calendar year,2.47774E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2004,1000,Canadian dollar,2008,Western calendar year,2.85616E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2004,200,Canadian dollar,1993,Western calendar year,2.67518E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2004,100,Canadian dollar                         ,1993,Western calendar year,2.66737E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2004,1000,Canadian dollar,2008,Western calendar year,1.33573E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2004,200,Canadian dollar,1993,Western calendar year,1.29091E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2004,100,Canadian dollar                         ,1993,Western calendar year,1.27076E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2003,1000,Canadian dollar,2008,Western calendar year,6.81207E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2003,200,Canadian dollar,1993,Western calendar year,6.7053E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2003,100,Canadian dollar                         ,1993,Western calendar year,6.54951E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2003,1000,Canadian dollar,2008,Western calendar year,17378000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2003,200,Canadian dollar,1993,Western calendar year,16022000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2003,100,Canadian dollar                         ,1993,Western calendar year,15667000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2003,1000,Canadian dollar,2008,Western calendar year,2.49646E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2003,200,Canadian dollar,1993,Western calendar year,2.38416E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2003,100,Canadian dollar                         ,1993,Western calendar year,2.35832E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2003,1000,Canadian dollar,2008,Western calendar year,2.56804E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2003,200,Canadian dollar,1993,Western calendar year,2.42517E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2003,100,Canadian dollar                         ,1993,Western calendar year,2.45327E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2003,1000,Canadian dollar,2008,Western calendar year,1.25475E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2003,200,Canadian dollar,1993,Western calendar year,1.21318E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2003,100,Canadian dollar                         ,1993,Western calendar year,1.19749E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2002,1000,Canadian dollar,2008,Western calendar year,6.51605E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2002,200,Canadian dollar,1993,Western calendar year,6.41025E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2002,100,Canadian dollar                         ,1993,Western calendar year,6.25643E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2002,1000,Canadian dollar,2008,Western calendar year,16998000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2002,200,Canadian dollar,1993,Western calendar year,14697000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2002,100,Canadian dollar                         ,1993,Western calendar year,14690000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2002,1000,Canadian dollar,2008,Western calendar year,2.36096E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2002,200,Canadian dollar,1993,Western calendar year,2.24428E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2002,100,Canadian dollar                         ,1993,Western calendar year,2.23186E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2002,1000,Canadian dollar,2008,Western calendar year,2.35626E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2002,200,Canadian dollar,1993,Western calendar year,2.22455E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2002,100,Canadian dollar                         ,1993,Western calendar year,2.24235E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2002,1000,Canadian dollar,2008,Western calendar year,1.19369E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2002,200,Canadian dollar,1993,Western calendar year,1.15291E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2002,100,Canadian dollar                         ,1993,Western calendar year,1.13666E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2001,1000,Canadian dollar,2008,Western calendar year,6.15179E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2001,200,Canadian dollar,1993,Western calendar year,6.07046E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2001,100,Canadian dollar                         ,1993,Western calendar year,5.92398E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2001,1000,Canadian dollar,2008,Western calendar year,15393000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2001,200,Canadian dollar,1993,Western calendar year,13568000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2001,100,Canadian dollar                         ,1993,Western calendar year,13568000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2001,1000,Canadian dollar,2008,Western calendar year,2.23291E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2001,200,Canadian dollar,1993,Western calendar year,2.11706E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2001,100,Canadian dollar                         ,1993,Western calendar year,2.11059E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2001,1000,Canadian dollar,2008,Western calendar year,2.25146E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2001,200,Canadian dollar,1993,Western calendar year,2.12538E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2001,100,Canadian dollar                         ,1993,Western calendar year,2.12538E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2001,1000,Canadian dollar,2008,Western calendar year,1.14454E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2001,200,Canadian dollar,1993,Western calendar year,1.10805E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2001,100,Canadian dollar                         ,1993,Western calendar year,1.09198E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2000,1000,Canadian dollar,2008,Western calendar year,5.89028E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2000,200,Canadian dollar,1993,Western calendar year,5.83303E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,2000,100,Canadian dollar                         ,1993,Western calendar year,5.6915E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2000,1000,Canadian dollar,2008,Western calendar year,14159000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2000,200,Canadian dollar,1993,Western calendar year,12706000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,2000,100,Canadian dollar                         ,1993,Western calendar year,12706000000,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2000,1000,Canadian dollar,2008,Western calendar year,2.11329E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2000,200,Canadian dollar,1993,Western calendar year,2.00084E+11,
Canada,1.1,Expenditures of the gross domestic product,General government final consumption expenditure,P.3,2000,100,Canadian dollar                         ,1993,Western calendar year,1.9938E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2000,1000,Canadian dollar,2008,Western calendar year,2.28009E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2000,200,Canadian dollar,1993,Western calendar year,2.17801E+11,
Canada,1.1,Expenditures of the gross domestic product,Gross capital formation,P.5,2000,100,Canadian dollar                         ,1993,Western calendar year,2.17801E+11,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2000,1000,Canadian dollar,2008,Western calendar year,1.10607E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2000,200,Canadian dollar,1993,Western calendar year,1.07658E+12,
Canada,1.1,Expenditures of the gross domestic product,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2000,100,Canadian dollar                         ,1993,Western calendar year,1.06104E+12,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,1999,1000,Canadian dollar,2008,Western calendar year,5.53509E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,1999,200,Canadian dollar,1993,Western calendar year,5.49067E+11,
Canada,1.1,Expenditures of the gross domestic product,Household final consumption expenditure,P.3,1999,100,Canadian dollar                         ,1993,Western calendar year,5.35372E+11,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,1999,1000,Canadian dollar,2008,Western calendar year,13423000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,1999,200,Canadian dollar,1993,Western calendar year,11817000000,
Canada,1.1,Expenditures of the gross domestic product,NPISHs final consumption expenditure,P.3,1999,100,Canadian dollar                         ,1993,Western calendar year,11817000000,
