"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2015","1000","Canadian dollar","2008","Western calendar year","235365000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2015","1000","Canadian dollar","2008","Western calendar year","241166000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2014","1000","Canadian dollar","2008","Western calendar year","1476000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2014","1000","Canadian dollar","2008","Western calendar year","227166000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2014","1000","Canadian dollar","2008","Western calendar year","227362000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2013","1000","Canadian dollar","2008","Western calendar year","1356000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2013","1000","Canadian dollar","2008","Western calendar year","221071000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2013","1000","Canadian dollar","2008","Western calendar year","214907000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2012","1000","Canadian dollar","2008","Western calendar year","1226000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2012","1000","Canadian dollar","2008","Western calendar year","213585000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2012","1000","Canadian dollar","2008","Western calendar year","208251000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2011","1000","Canadian dollar","2008","Western calendar year","1083000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2011","1000","Canadian dollar","2008","Western calendar year","206698000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2011","1000","Canadian dollar","2008","Western calendar year","197919000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2010","1000","Canadian dollar","2008","Western calendar year","930000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2010","200","Canadian dollar","1993","Western calendar year","67180000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2010","1000","Canadian dollar","2008","Western calendar year","198853000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2010","200","Canadian dollar","1993","Western calendar year","90605000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2010","1000","Canadian dollar","2008","Western calendar year","181664000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2010","200","Canadian dollar","1993","Western calendar year","179394000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2009","1000","Canadian dollar","2008","Western calendar year","860000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2009","200","Canadian dollar","1993","Western calendar year","63856000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2009","1000","Canadian dollar","2008","Western calendar year","191149000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2009","200","Canadian dollar","1993","Western calendar year","86107000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2009","1000","Canadian dollar","2008","Western calendar year","184925000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2009","200","Canadian dollar","1993","Western calendar year","176658000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2008","1000","Canadian dollar","2008","Western calendar year","833000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2008","200","Canadian dollar","1993","Western calendar year","57174000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2008","1000","Canadian dollar","2008","Western calendar year","188491000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2008","200","Canadian dollar","1993","Western calendar year","86358000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2008","1000","Canadian dollar","2008","Western calendar year","197448000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2008","200","Canadian dollar","1993","Western calendar year","190994000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2007","1000","Canadian dollar","2008","Western calendar year","787000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2007","200","Canadian dollar","1993","Western calendar year","53649000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2007","1000","Canadian dollar","2008","Western calendar year","180326000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2007","200","Canadian dollar","1993","Western calendar year","82308000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2007","1000","Canadian dollar","2008","Western calendar year","194551000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2007","200","Canadian dollar","1993","Western calendar year","190753000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2006","1000","Canadian dollar","2008","Western calendar year","731000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2006","200","Canadian dollar","1993","Western calendar year","51300000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2006","1000","Canadian dollar","2008","Western calendar year","169534000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2006","200","Canadian dollar","1993","Western calendar year","77847000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2006","1000","Canadian dollar","2008","Western calendar year","176795000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2006","200","Canadian dollar","1993","Western calendar year","174237000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2005","1000","Canadian dollar","2008","Western calendar year","676000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2005","200","Canadian dollar","1993","Western calendar year","49146000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2005","1000","Canadian dollar","2008","Western calendar year","162924000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2005","200","Canadian dollar","1993","Western calendar year","76322000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2005","1000","Canadian dollar","2008","Western calendar year","167620000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2005","200","Canadian dollar","1993","Western calendar year","165051000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2004","1000","Canadian dollar","2008","Western calendar year","640000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2004","200","Canadian dollar","1993","Western calendar year","46879000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2004","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2004","1000","Canadian dollar","2008","Western calendar year","158035000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2004","200","Canadian dollar","1993","Western calendar year","75058000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2004","100","Canadian dollar                         ","1993","Western calendar year","121790000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2004","1000","Canadian dollar","2008","Western calendar year","153949000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2004","200","Canadian dollar","1993","Western calendar year","151364000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2004","100","Canadian dollar                         ","1993","Western calendar year","150727000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2003","1000","Canadian dollar","2008","Western calendar year","613000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2003","200","Canadian dollar","1993","Western calendar year","44410000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2003","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2003","1000","Canadian dollar","2008","Western calendar year","151084000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2003","200","Canadian dollar","1993","Western calendar year","69918000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2003","100","Canadian dollar                         ","1993","Western calendar year","114228000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2003","1000","Canadian dollar","2008","Western calendar year","143336000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2003","200","Canadian dollar","1993","Western calendar year","140803000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2003","100","Canadian dollar                         ","1993","Western calendar year","140820000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2002","1000","Canadian dollar","2008","Western calendar year","600000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2002","200","Canadian dollar","1993","Western calendar year","42372000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2002","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2002","1000","Canadian dollar","2008","Western calendar year","145875000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2002","200","Canadian dollar","1993","Western calendar year","67040000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2002","100","Canadian dollar                         ","1993","Western calendar year","109207000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2002","1000","Canadian dollar","2008","Western calendar year","140963000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2002","200","Canadian dollar","1993","Western calendar year","138655000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2002","100","Canadian dollar                         ","1993","Western calendar year","139529000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2001","1000","Canadian dollar","2008","Western calendar year","572000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2001","200","Canadian dollar","1993","Western calendar year","38507000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2001","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2001","1000","Canadian dollar","2008","Western calendar year","140098000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2001","200","Canadian dollar","1993","Western calendar year","64223000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2001","100","Canadian dollar                         ","1993","Western calendar year","102730000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2001","1000","Canadian dollar","2008","Western calendar year","147748000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2001","200","Canadian dollar","1993","Western calendar year","145926000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2001","100","Canadian dollar                         ","1993","Western calendar year","145926000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2000","1000","Canadian dollar","2008","Western calendar year","544000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2000","200","Canadian dollar","1993","Western calendar year","36852000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","2000","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2000","1000","Canadian dollar","2008","Western calendar year","133236000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2000","200","Canadian dollar","1993","Western calendar year","59490000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","2000","100","Canadian dollar                         ","1993","Western calendar year","96342000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2000","1000","Canadian dollar","2008","Western calendar year","145773000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2000","200","Canadian dollar","1993","Western calendar year","143951000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","2000","100","Canadian dollar                         ","1993","Western calendar year","143951000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1999","1000","Canadian dollar","2008","Western calendar year","516000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1999","200","Canadian dollar","1993","Western calendar year","35344000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1999","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1999","1000","Canadian dollar","2008","Western calendar year","126930000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1999","200","Canadian dollar","1993","Western calendar year","56495000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1999","100","Canadian dollar                         ","1993","Western calendar year","91839000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1999","1000","Canadian dollar","2008","Western calendar year","136110000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1999","200","Canadian dollar","1993","Western calendar year","134197000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1999","100","Canadian dollar                         ","1993","Western calendar year","134197000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1998","1000","Canadian dollar","2008","Western calendar year","492000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1998","200","Canadian dollar","1993","Western calendar year","33507000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1998","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1998","1000","Canadian dollar","2008","Western calendar year","122560000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1998","200","Canadian dollar","1993","Western calendar year","54112000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1998","100","Canadian dollar                         ","1993","Western calendar year","87619000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1998","1000","Canadian dollar","2008","Western calendar year","130674000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1998","200","Canadian dollar","1993","Western calendar year","128935000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1998","100","Canadian dollar                         ","1993","Western calendar year","128935000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1997","1000","Canadian dollar","2008","Western calendar year","442000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1997","200","Canadian dollar","1993","Western calendar year","31665000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1997","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1997","1000","Canadian dollar","2008","Western calendar year","116681000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1997","200","Canadian dollar","1993","Western calendar year","51300000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1997","100","Canadian dollar                         ","1993","Western calendar year","82965000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1997","1000","Canadian dollar","2008","Western calendar year","122466000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1997","200","Canadian dollar","1993","Western calendar year","120790000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1997","100","Canadian dollar                         ","1993","Western calendar year","120790000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1996","1000","Canadian dollar","2008","Western calendar year","392000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1996","200","Canadian dollar","1993","Western calendar year","28828000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1996","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1996","1000","Canadian dollar","2008","Western calendar year","114145000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1996","200","Canadian dollar","1993","Western calendar year","50086000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1996","100","Canadian dollar                         ","1993","Western calendar year","78914000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1996","1000","Canadian dollar","2008","Western calendar year","115234000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1996","200","Canadian dollar","1993","Western calendar year","113608000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1996","100","Canadian dollar                         ","1993","Western calendar year","113608000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1995","1000","Canadian dollar","2008","Western calendar year","362000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1995","200","Canadian dollar","1993","Western calendar year","27063000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1995","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1995","1000","Canadian dollar","2008","Western calendar year","109929000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1995","200","Canadian dollar","1993","Western calendar year","46940000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1995","100","Canadian dollar                         ","1993","Western calendar year","74003000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1995","1000","Canadian dollar","2008","Western calendar year","107762000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1995","200","Canadian dollar","1993","Western calendar year","106190000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1995","100","Canadian dollar                         ","1993","Western calendar year","106190000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1994","1000","Canadian dollar","2008","Western calendar year","625000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1994","200","Canadian dollar","1993","Western calendar year","25468000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1994","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1994","1000","Canadian dollar","2008","Western calendar year","102443000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1994","200","Canadian dollar","1993","Western calendar year","44910000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1994","100","Canadian dollar                         ","1993","Western calendar year","70378000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1994","1000","Canadian dollar","2008","Western calendar year","100476000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1994","200","Canadian dollar","1993","Western calendar year","100311000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1994","100","Canadian dollar                         ","1993","Western calendar year","100311000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1993","1000","Canadian dollar","2008","Western calendar year","609000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1993","200","Canadian dollar","1993","Western calendar year","23057000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1993","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1993","1000","Canadian dollar","2008","Western calendar year","98086000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1993","200","Canadian dollar","1993","Western calendar year","44215000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1993","100","Canadian dollar                         ","1993","Western calendar year","67272000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1993","1000","Canadian dollar","2008","Western calendar year","96379000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1993","200","Canadian dollar","1993","Western calendar year","96379000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1993","100","Canadian dollar                         ","1993","Western calendar year","96379000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1992","1000","Canadian dollar","2008","Western calendar year","589000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1992","100","Canadian dollar                         ","1993","Western calendar year","0",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1992","1000","Canadian dollar","2008","Western calendar year","93863000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","MIXED INCOME, GROSS","B.3g","1992","100","Canadian dollar                         ","1993","Western calendar year","63133000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1992","1000","Canadian dollar","2008","Western calendar year","97283000000",""
"Canada","4.9","II.2 Secondary distribution of income account - Uses","Current taxes on income, wealth, etc.","D.5","1992","100","Canadian dollar                         ","1993","Western calendar year","97283000000",""
"Canada","4.9","II.1.1 Generation of income account - Uses","OPERATING SURPLUS, GROSS","B.2g","1991","1000","Canadian dollar","2008","Western calendar year","557000000",""
